iteration no.; 0; x coordinate; y coordinate; 
Particle no.; 32;  2.81737; 3.38589;
Particle no.; 33;  4.68515; 4.95668;
Particle no.; 34;  6.35736; 6.1498;
Particle no.; 35;  0.0621997; 2.29886;
Particle no.; 36;  1.86041; 6.36286;
Particle no.; 37;  0.305075; 5.25631;
Particle no.; 38;  6.62569; 2.74237;
Particle no.; 39;  7; 0;
Particle no.; 40;  6.56196; 6.31427;
Particle no.; 41;  5.32136; 5.48102;
Particle no.; 42;  1.9293; 4.71856;
Particle no.; 43;  6.55161; 6.6757;
Particle no.; 44;  6.83789; 0;
Particle no.; 45;  1.31733; 5.44645;
Particle no.; 46;  7; 6.61515;
Particle no.; 47;  1.31567; 6.11571;
Particle no.; 48;  5.08478; 4.21174;
Particle no.; 49;  2.85357; 4.42733;
iteration no.; 130; x coordinate; y coordinate; 
Particle no.; 0;  7; 1.99628;
Particle no.; 1;  3.14618; 3.30418;
Particle no.; 2;  6.38755; 2.91636;
Particle no.; 3;  6.137; 6.22549;
Particle no.; 4;  1.39115; 0.584852;
Particle no.; 5;  1.87363; 7;
Particle no.; 6;  1.96363; 7;
Particle no.; 7;  7; 2.60699;
Particle no.; 8;  6.04396; 0;
Particle no.; 9;  2.67079; 4.31864;
Particle no.; 10;  6.66103; 0.902193;
Particle no.; 11;  1.90875; 4.9153;
Particle no.; 12;  1.12227; 5.24497;
Particle no.; 13;  6.97242; 3.70656;
Particle no.; 14;  0.99051; 2.32873;
Particle no.; 15;  6.82427; 2.81019;
Particle no.; 16;  7; 2.10472;
Particle no.; 17;  5.46745; 3.20347;
Particle no.; 18;  2.8618; 4.03403;
Particle no.; 19;  3.51571; 5.25629;
Particle no.; 20;  3.14948; 4.38385;
Particle no.; 21;  5.8334; 0.137598;
Particle no.; 22;  0; 7;
Particle no.; 23;  1.78047; 6.16424;
Particle no.; 24;  2.38631; 4.75505;
Particle no.; 25;  2.24371; 4.52491;
Particle no.; 26;  5.88157; 4.20971;
Particle no.; 27;  0.72176; 0.953941;
Particle no.; 28;  0.0376868; 4.96364;
Particle no.; 29;  2.89307; 4.52399;
Particle no.; 30;  4.00993; 2.52836;
Particle no.; 31;  6.31341; 2.12412;
Particle no.; 32;  2.1733; 3.24141;
Particle no.; 33;  0.0705759; 0.762754;
Particle no.; 34;  4.92674; 4.27561;
Particle no.; 35;  0.0489976; 2.38225;
Particle no.; 36;  1.58574; 6.14118;
Particle no.; 37;  0.18589; 5.50707;
Particle no.; 38;  6.65879; 3.01253;
Particle no.; 39;  6.46583; 0;
Particle no.; 40;  6.56814; 6.31788;
Particle no.; 41;  5.14883; 5.32428;
Particle no.; 42;  2.33625; 5.10132;
Particle no.; 43;  6.72559; 6.8113;
Particle no.; 44;  6.84832; 0;
Particle no.; 45;  1.03893; 5.15577;
Particle no.; 46;  6.42988; 4.84986;
Particle no.; 47;  1.45366; 6.13887;
Particle no.; 48;  5.06672; 4.19368;
Particle no.; 49;  2.95687; 4.53062;
iteration no.; 140; x coordinate; y coordinate; 
Particle no.; 0;  7; 2.28749;
Particle no.; 1;  3.02732; 3.18531;
Particle no.; 2;  6.75512; 3.63755;
Particle no.; 3;  6.10753; 6.19936;
Particle no.; 4;  0.964037; 0.383648;
Particle no.; 5;  2.26664; 7;
Particle no.; 6;  0.497467; 7;
Particle no.; 7;  7; 3.31988;
Particle no.; 8;  6.11482; 0;
Particle no.; 9;  2.6703; 4.31815;
Particle no.; 10;  6.30335; 1.20187;
Particle no.; 11;  2.09527; 4.96805;
Particle no.; 12;  1.04867; 5.32159;
Particle no.; 13;  5.75961; 2.39726;
Particle no.; 14;  1.16096; 2.49918;
Particle no.; 15;  6.82559; 2.88252;
Particle no.; 16;  7; 1.99328;
Particle no.; 17;  4.99378; 2.86131;
Particle no.; 18;  1.70456; 2.87679;
Particle no.; 19;  2.77242; 3.77046;
Particle no.; 20;  1.99161; 3.72419;
Particle no.; 21;  5.72348; 0.595499;
Particle no.; 22;  2.5678; 7;
Particle no.; 23;  1.65743; 6.07623;
Particle no.; 24;  2.21587; 4.58461;
Particle no.; 25;  4.56486; 5.72812;
Particle no.; 26;  5.8938; 4.22193;
Particle no.; 27;  1.46645; 1.93786;
Particle no.; 28;  0.0393883; 4.98444;
Particle no.; 29;  3.21015; 4.84107;
Particle no.; 30;  4.00323; 2.52429;
Particle no.; 31;  6.31694; 2.06702;
Particle no.; 32;  0.115473; 0.491914;
Particle no.; 33;  2.99402; 3.38535;
Particle no.; 34;  6.24224; 6.00418;
Particle no.; 35;  0.0458514; 2.41314;
Particle no.; 36;  1.82635; 6.33537;
Particle no.; 37;  0.282041; 5.29186;
Particle no.; 38;  6.63452; 2.81445;
Particle no.; 39;  6.31312; 0;
Particle no.; 40;  6.66601; 6.37456;
Particle no.; 41;  5.41549; 5.56627;
Particle no.; 42;  2.09196; 4.87155;
Particle no.; 43;  6.50516; 6.63951;
Particle no.; 44;  6.84624; 0;
Particle no.; 45;  1.89155; 6.07843;
Particle no.; 46;  2.47719; 1.86886;
Particle no.; 47;  1.4397; 6.13648;
Particle no.; 48;  5.06303; 4.18999;
Particle no.; 49;  2.83613; 4.40988;
iteration no.; 150; x coordinate; y coordinate; 
Particle no.; 0;  7; 3.86694;
Particle no.; 1;  3.04652; 3.20451;
Particle no.; 2;  5.40531; 0;
Particle no.; 3;  6.13516; 6.22386;
Particle no.; 4;  1.18726; 0.488116;
Particle no.; 5;  2.01656; 7;
Particle no.; 6;  0.632461; 7;
Particle no.; 7;  7; 3.66499;
Particle no.; 8;  6.09864; 0;
Particle no.; 9;  2.67015; 4.318;
Particle no.; 10;  6.24784; 1.35389;
Particle no.; 11;  2.1953; 5.02841;
Particle no.; 12;  1.12749; 5.62333;
Particle no.; 13;  5.14834; 0.474746;
Particle no.; 14;  1.30723; 2.64545;
Particle no.; 15;  6.82194; 2.61557;
Particle no.; 16;  7; 2.10313;
Particle no.; 17;  4.66302; 2.62238;
Particle no.; 18;  3.24153; 4.41376;
Particle no.; 19;  2.56144; 3.79119;
Particle no.; 20;  2.71408; 4.13579;
Particle no.; 21;  6.56912; 2.47648;
Particle no.; 22;  2.44278; 7;
Particle no.; 23;  1.94933; 6.28502;
Particle no.; 24;  2.25661; 4.62535;
Particle no.; 25;  0.869349; 3.81247;
Particle no.; 26;  5.86512; 4.19325;
Particle no.; 27;  0.0198478; 0.0251235;
Particle no.; 28;  0.0379497; 4.97031;
Particle no.; 29;  2.54972; 4.18064;
Particle no.; 30;  4.00985; 2.52832;
Particle no.; 31;  6.31047; 2.17267;
Particle no.; 32;  4.77377; 6.07953;
Particle no.; 33;  5.00463; 5.25823;
Particle no.; 34;  5.31306; 4.78313;
Particle no.; 35;  0.0519145; 2.37;
Particle no.; 36;  1.50094; 6.07273;
Particle no.; 37;  0.287162; 5.28549;
Particle no.; 38;  6.65788; 3.00509;
Particle no.; 39;  7; 0;
Particle no.; 40;  6.61931; 6.34752;
Particle no.; 41;  5.26398; 5.42885;
Particle no.; 42;  2.31395; 5.08035;
Particle no.; 43;  6.54475; 6.67037;
Particle no.; 44;  6.84387; 0;
Particle no.; 45;  1.76228; 5.94367;
Particle no.; 46;  4.34179; 3.28054;
Particle no.; 47;  1.36892; 6.12468;
Particle no.; 48;  5.08565; 4.2126;
Particle no.; 49;  3.12555; 4.69931;
iteration no.; 160; x coordinate; y coordinate; 
Particle no.; 0;  7; 2.66406;
Particle no.; 1;  2.81379; 2.97179;
Particle no.; 2;  7; 7;
Particle no.; 3;  6.15775; 6.24388;
Particle no.; 4;  1.12344; 0.461453;
Particle no.; 5;  2.15474; 7;
Particle no.; 6;  1.93524; 7;
Particle no.; 7;  7; 3.2425;
Particle no.; 8;  6.11215; 0;
Particle no.; 9;  2.67091; 4.31875;
Particle no.; 10;  6.40533; 1.1447;
Particle no.; 11;  2.24595; 5.05342;
Particle no.; 12;  2.72371; 6.93853;
Particle no.; 13;  7; 5.02158;
Particle no.; 14;  1.12767; 2.46589;
Particle no.; 15;  6.82423; 2.78044;
Particle no.; 16;  7; 2.14548;
Particle no.; 17;  5.17077; 2.98916;
Particle no.; 18;  3.20234; 4.37456;
Particle no.; 19;  2.71154; 4.05643;
Particle no.; 20;  2.73598; 4.14827;
Particle no.; 21;  6.14072; 2.48332;
Particle no.; 22;  2.76557; 7;
Particle no.; 23;  1.5476; 5.99767;
Particle no.; 24;  2.28261; 4.65135;
Particle no.; 25;  4.18097; 5.52912;
Particle no.; 26;  5.89259; 4.22073;
Particle no.; 27;  0.635738; 0.832445;
Particle no.; 28;  0.0431157; 5.05688;
Particle no.; 29;  3.10082; 4.73174;
Particle no.; 30;  4.00743; 2.52685;
Particle no.; 31;  6.31502; 2.0983;
Particle no.; 32;  0; 0;
Particle no.; 33;  3.05248; 3.43823;
Particle no.; 34;  5.07799; 4.47416;
Particle no.; 35;  0.0556813; 2.34302;
Particle no.; 36;  2.49765; 6.87719;
Particle no.; 37;  0.225373; 5.41075;
Particle no.; 38;  6.65441; 2.97678;
Particle no.; 39;  6.17461; 0;
Particle no.; 40;  6.58408; 6.32711;
Particle no.; 41;  5.27074; 5.43495;
Particle no.; 42;  2.27562; 5.04429;
Particle no.; 43;  6.62925; 6.73622;
Particle no.; 44;  6.84408; 0;
Particle no.; 45;  1.78132; 5.96352;
Particle no.; 46;  3.89876; 2.65824;
Particle no.; 47;  1.47973; 6.14315;
Particle no.; 48;  5.07963; 4.20659;
Particle no.; 49;  3.1673; 4.74105;
iteration no.; 170; x coordinate; y coordinate; 
Particle no.; 0;  7; 2.41167;
Particle no.; 1;  2.87432; 3.03232;
Particle no.; 2;  5.90274; 0;
Particle no.; 3;  6.15707; 6.24328;
Particle no.; 4;  0.133008; 0.027616;
Particle no.; 5;  2.16723; 7;
Particle no.; 6;  1.86927; 7;
Particle no.; 7;  7; 3.29403;
Particle no.; 8;  6.10292; 0;
Particle no.; 9;  2.67045; 4.3183;
Particle no.; 10;  6.53469; 1.09383;
Particle no.; 11;  2.37439; 5.12393;
Particle no.; 12;  1.67383; 6.2181;
Particle no.; 13;  5.90379; 2.92847;
Particle no.; 14;  1.22896; 2.56718;
Particle no.; 15;  6.82318; 2.69958;
Particle no.; 16;  7; 2.08899;
Particle no.; 17;  5.12163; 2.95366;
Particle no.; 18;  1.16924; 2.34146;
Particle no.; 19;  2.62879; 3.85752;
Particle no.; 20;  2.83558; 4.20501;
Particle no.; 21;  6.94608; 2.71818;
Particle no.; 22;  1.53602; 7;
Particle no.; 23;  2.25359; 6.50266;
Particle no.; 24;  2.14264; 4.51138;
Particle no.; 25;  2.87463; 4.85195;
Particle no.; 26;  5.90021; 4.22835;
Particle no.; 27;  0; 0;
Particle no.; 28;  0.0757737; 5.61729;
Particle no.; 29;  3.63673; 5.26765;
Particle no.; 30;  4.00651; 2.52629;
Particle no.; 31;  6.31876; 2.03734;
Particle no.; 32;  1.14705; 1.26652;
Particle no.; 33;  1.19287; 1.7022;
Particle no.; 34;  6.41962; 6.23732;
Particle no.; 35;  0.02825; 2.53112;
Particle no.; 36;  2.20846; 6.64378;
Particle no.; 37;  0.245399; 5.37035;
Particle no.; 38;  6.63876; 2.84906;
Particle no.; 39;  6.54771; 0;
Particle no.; 40;  6.77111; 6.43545;
Particle no.; 41;  5.20832; 5.37843;
Particle no.; 42;  2.6717; 5.41683;
Particle no.; 43;  6.66553; 6.76449;
Particle no.; 44;  6.84279; 0;
Particle no.; 45;  1.87233; 6.05839;
Particle no.; 46;  4.41347; 3.38121;
Particle no.; 47;  1.42494; 6.13401;
Particle no.; 48;  5.03619; 4.16314;
Particle no.; 49;  2.63559; 4.20935;
iteration no.; 180; x coordinate; y coordinate; 
Particle no.; 0;  7; 3.31471;
Particle no.; 1;  2.97329; 3.13129;
Particle no.; 2;  6.35204; 3.43731;
Particle no.; 3;  6.095; 6.18826;
Particle no.; 4;  1.46912; 0.57674;
Particle no.; 5;  2.0743; 7;
Particle no.; 6;  2.17641; 7;
Particle no.; 7;  7; 2.72362;
Particle no.; 8;  6.09852; 0;
Particle no.; 9;  2.67055; 4.3184;
Particle no.; 10;  6.49137; 0.955079;
Particle no.; 11;  2.14083; 4.99695;
Particle no.; 12;  0; 5.61434;
Particle no.; 13;  5.47581; 0;
Particle no.; 14;  1.25944; 2.59766;
Particle no.; 15;  6.82333; 2.71548;
Particle no.; 16;  7; 2.13911;
Particle no.; 17;  5.06103; 2.90988;
Particle no.; 18;  4.78404; 7;
Particle no.; 19;  2.29047; 3.27247;
Particle no.; 20;  1.98644; 3.72124;
Particle no.; 21;  6.97166; 2.64139;
Particle no.; 22;  1.98619; 7;
Particle no.; 23;  1.79404; 6.17394;
Particle no.; 24;  2.1438; 4.51254;
Particle no.; 25;  4.07528; 5.50429;
Particle no.; 26;  5.86897; 4.19711;
Particle no.; 27;  1.60378; 2.09756;
Particle no.; 28;  0.0390221; 4.98692;
Particle no.; 29;  1.52262; 3.15354;
Particle no.; 30;  4.00662; 2.52636;
Particle no.; 31;  6.31398; 2.11544;
Particle no.; 32;  2.5462; 2.91837;
Particle no.; 33;  2.25256; 2.69065;
Particle no.; 34;  5.72385; 5.32295;
Particle no.; 35;  0.0672764; 2.2637;
Particle no.; 36;  1.61103; 6.29149;
Particle no.; 37;  0.276598; 5.30721;
Particle no.; 38;  6.65419; 2.97499;
Particle no.; 39;  6.05286; 0;
Particle no.; 40;  6.6727; 6.37844;
Particle no.; 41;  5.49546; 5.63852;
Particle no.; 42;  2.02373; 4.80739;
Particle no.; 43;  6.68052; 6.77617;
Particle no.; 44;  6.84676; 0;
Particle no.; 45;  1.80146; 5.98452;
Particle no.; 46;  3.58343; 2.21532;
Particle no.; 47;  1.51033; 6.14826;
Particle no.; 48;  5.07151; 4.19847;
Particle no.; 49;  2.92096; 4.49471;
iteration no.; 190; x coordinate; y coordinate; 
Particle no.; 0;  7; 3.09725;
Particle no.; 1;  2.97004; 3.12803;
Particle no.; 2;  6.07875; 1.81464;
Particle no.; 3;  6.177; 6.26094;
Particle no.; 4;  0.327688; 0.0411053;
Particle no.; 5;  1.74376; 7;
Particle no.; 6;  1.73448; 7;
Particle no.; 7;  7; 2.88218;
Particle no.; 8;  6.08877; 0;
Particle no.; 9;  2.67058; 4.31843;
Particle no.; 10;  6.45872; 0.946631;
Particle no.; 11;  1.90172; 4.86664;
Particle no.; 12;  2.78718; 6.75394;
Particle no.; 13;  6.68061; 5.18569;
Particle no.; 14;  1.0814; 2.41962;
Particle no.; 15;  6.82339; 2.71852;
Particle no.; 16;  7; 2.12874;
Particle no.; 17;  5.03529; 2.89129;
Particle no.; 18;  2.87965; 1.69241;
Particle no.; 19;  2.36057; 3.40059;
Particle no.; 20;  1.6442; 3.52626;
Particle no.; 21;  6.76278; 2.7885;
Particle no.; 22;  2.34659; 7;
Particle no.; 23;  1.38378; 5.88049;
Particle no.; 24;  2.23008; 4.59882;
Particle no.; 25;  0.529122; 3.58533;
Particle no.; 26;  5.99529; 4.32342;
Particle no.; 27;  0.568346; 0.743333;
Particle no.; 28;  0.0569268; 5.24935;
Particle no.; 29;  2.31017; 3.94109;
Particle no.; 30;  4.00655; 2.52631;
Particle no.; 31;  6.3065; 2.23769;
Particle no.; 32;  1.65743; 2.28565;
Particle no.; 33;  2.1628; 2.60666;
Particle no.; 34;  5.59379; 5.15202;
Particle no.; 35;  0.00707527; 2.67635;
Particle no.; 36;  1.81958; 6.18727;
Particle no.; 37;  0.172807; 5.51659;
Particle no.; 38;  6.65011; 2.9417;
Particle no.; 39;  6.42004; 0;
Particle no.; 40;  6.87964; 6.50893;
Particle no.; 41;  5.1661; 5.34019;
Particle no.; 42;  2.40035; 5.16161;
Particle no.; 43;  6.61708; 6.72673;
Particle no.; 44;  6.84201; 0;
Particle no.; 45;  1.82782; 6.012;
Particle no.; 46;  4.13695; 2.99281;
Particle no.; 47;  1.63789; 6.16953;
Particle no.; 48;  5.05582; 4.18278;
Particle no.; 49;  3.56373; 5.13749;
iteration no.; 200; x coordinate; y coordinate; 
Particle no.; 0;  7; 2.89966;
Particle no.; 1;  2.80959; 2.96759;
Particle no.; 2;  6.60261; 4.92517;
Particle no.; 3;  6.12953; 6.21887;
Particle no.; 4;  0.471744; 0.132964;
Particle no.; 5;  1.90276; 7;
Particle no.; 6;  1.48141; 7;
Particle no.; 7;  7; 2.83604;
Particle no.; 8;  6.11289; 0;
Particle no.; 9;  2.67028; 4.31813;
Particle no.; 10;  7; 1.63504;
Particle no.; 11;  1.83833; 4.8321;
Particle no.; 12;  1.91536; 6.27469;
Particle no.; 13;  4.35241; 0;
Particle no.; 14;  1.08652; 2.42474;
Particle no.; 15;  6.82315; 2.69778;
Particle no.; 16;  7; 2.14611;
Particle no.; 17;  5.03952; 2.89435;
Particle no.; 18;  3.53866; 5.09987;
Particle no.; 19;  3.36371; 5.16563;
Particle no.; 20;  4.90275; 5.91126;
Particle no.; 21;  6.51148; 2.59869;
Particle no.; 22;  0.241644; 7;
Particle no.; 23;  0.144584; 4.9941;
Particle no.; 24;  2.17061; 4.53935;
Particle no.; 25;  3.7423; 5.3269;
Particle no.; 26;  5.78756; 4.11569;
Particle no.; 27;  0.945435; 1.23652;
Particle no.; 28;  0.038962; 5.60418;
Particle no.; 29;  4.13331; 5.76423;
Particle no.; 30;  4.00651; 2.52629;
Particle no.; 31;  6.30835; 2.2075;
Particle no.; 32;  1.30869; 2.04565;
Particle no.; 33;  3.13419; 3.51359;
Particle no.; 34;  6.26235; 6.03064;
Particle no.; 35;  0.0721336; 2.20919;
Particle no.; 36;  1.72407; 6.21249;
Particle no.; 37;  0.240652; 5.37974;
Particle no.; 38;  6.67234; 3.12305;
Particle no.; 39;  6.87063; 0;
Particle no.; 40;  7; 7;
Particle no.; 41;  5.24258; 5.40947;
Particle no.; 42;  2.06347; 4.84476;
Particle no.; 43;  6.59301; 6.70797;
Particle no.; 44;  6.84838; 0;
Particle no.; 45;  1.84593; 6.03087;
Particle no.; 46;  4.41746; 3.38681;
Particle no.; 47;  1.27008; 6.10819;
Particle no.; 48;  5.06433; 4.19128;
Particle no.; 49;  3.03941; 4.61317;
iteration no.; 210; x coordinate; y coordinate; 
Particle no.; 0;  7; 3.56953;
Particle no.; 1;  2.82638; 2.98437;
Particle no.; 2;  6.18943; 2.46896;
Particle no.; 3;  6.04245; 6.14168;
Particle no.; 4;  1.41832; 0.540447;
Particle no.; 5;  2.01671; 7;
Particle no.; 6;  1.74064; 7;
Particle no.; 7;  7; 3.07553;
Particle no.; 8;  6.11038; 0;
Particle no.; 9;  2.6706; 4.31845;
Particle no.; 10;  7; 1.4391;
Particle no.; 11;  2.12817; 4.98999;
Particle no.; 12;  1.78941; 6.41636;
Particle no.; 13;  7; 4.44115;
Particle no.; 14;  1.57256; 2.91079;
Particle no.; 15;  6.82267; 2.65369;
Particle no.; 16;  7; 2.17225;
Particle no.; 17;  5.02905; 2.88679;
Particle no.; 18;  2.24287; 3.37069;
Particle no.; 19;  2.77056; 4.12055;
Particle no.; 20;  6.37808; 5.69386;
Particle no.; 21;  7; 3.02153;
Particle no.; 22;  4.38498; 7;
Particle no.; 23;  1.25916; 6.45166;
Particle no.; 24;  2.11184; 4.48058;
Particle no.; 25;  0; 3.12025;
Particle no.; 26;  5.99134; 4.31948;
Particle no.; 27;  0.976365; 1.27698;
Particle no.; 28;  0.0395561; 4.6126;
Particle no.; 29;  2.62044; 4.25136;
Particle no.; 30;  4.00654; 2.52631;
Particle no.; 31;  6.31672; 2.07059;
Particle no.; 32;  3.42797; 3.77993;
Particle no.; 33;  5.06313; 5.31457;
Particle no.; 34;  6.56226; 6.42479;
Particle no.; 35;  0.0434739; 2.37481;
Particle no.; 36;  1.74098; 6.26962;
Particle no.; 37;  0.0963447; 5.6708;
Particle no.; 38;  6.65132; 2.95153;
Particle no.; 39;  6.55409; 0;
Particle no.; 40;  6.45516; 6.08006;
Particle no.; 41;  5.26253; 5.42754;
Particle no.; 42;  2.15312; 4.92908;
Particle no.; 43;  6.6073; 6.71911;
Particle no.; 44;  6.84877; 0;
Particle no.; 45;  1.84007; 6.02477;
Particle no.; 46;  3.57365; 2.20158;
Particle no.; 47;  1.80023; 6.1966;
Particle no.; 48;  5.06511; 4.19206;
Particle no.; 49;  2.42209; 3.99585;
iteration no.; 220; x coordinate; y coordinate; 
Particle no.; 0;  7; 3.0576;
Particle no.; 1;  2.94735; 3.10534;
Particle no.; 2;  6.75844; 5.85129;
Particle no.; 3;  6.2185; 6.29773;
Particle no.; 4;  0; 0;
Particle no.; 5;  1.93432; 7;
Particle no.; 6;  1.45622; 7;
Particle no.; 7;  7; 3.09428;
Particle no.; 8;  6.10171; 0;
Particle no.; 9;  2.67053; 4.31838;
Particle no.; 10;  7; 3.22791;
Particle no.; 11;  2.2355; 5.04845;
Particle no.; 12;  3.46372; 6.74404;
Particle no.; 13;  5.93562; 3.64565;
Particle no.; 14;  0.325634; 1.66386;
Particle no.; 15;  6.82141; 2.53826;
Particle no.; 16;  7; 1.67922;
Particle no.; 17;  5.03704; 2.89256;
Particle no.; 18;  1.52415; 2.8756;
Particle no.; 19;  2.70787; 4.01008;
Particle no.; 20;  2.96965; 4.41087;
Particle no.; 21;  5.84386; 1.55814;
Particle no.; 22;  0.779654; 7;
Particle no.; 23;  2.92804; 6.50038;
Particle no.; 24;  2.651; 5.01974;
Particle no.; 25;  3.54767; 5.3346;
Particle no.; 26;  5.88496; 4.2131;
Particle no.; 27;  0.464173; 0.607084;
Particle no.; 28;  0.0457132; 2.61738;
Particle no.; 29;  2.7531; 4.38402;
Particle no.; 30;  4.00654; 2.52631;
Particle no.; 31;  6.30647; 2.23829;
Particle no.; 32;  0.604687; 1.29157;
Particle no.; 33;  2.28867; 2.72418;
Particle no.; 34;  6.03148; 5.72723;
Particle no.; 35;  0.0400116; 2.49463;
Particle no.; 36;  1.73049; 6.2535;
Particle no.; 37;  0.206705; 5.44821;
Particle no.; 38;  6.64882; 2.93116;
Particle no.; 39;  6.94053; 0;
Particle no.; 40;  6.57232; 6.32583;
Particle no.; 41;  5.35685; 5.51297;
Particle no.; 42;  2.2078; 4.98051;
Particle no.; 43;  6.59681; 6.71094;
Particle no.; 44;  6.84731; 0;
Particle no.; 45;  1.78106; 5.96324;
Particle no.; 46;  4.53237; 3.54822;
Particle no.; 47;  2.0662; 6.24095;
Particle no.; 48;  5.05563; 4.18258;
Particle no.; 49;  4.32504; 5.8988;
iteration no.; 230; x coordinate; y coordinate; 
Particle no.; 0;  7; 2.46512;
Particle no.; 1;  3.12523; 3.28322;
Particle no.; 2;  6.16704; 2.33607;
Particle no.; 3;  6.20029; 6.28159;
Particle no.; 4;  1.05699; 0.429295;
Particle no.; 5;  2.01757; 7;
Particle no.; 6;  1.81395; 7;
Particle no.; 7;  7; 3.29182;
Particle no.; 8;  6.10124; 0;
Particle no.; 9;  2.67053; 4.31838;
Particle no.; 10;  7; 0.0996255;
Particle no.; 11;  2.08487; 4.9664;
Particle no.; 12;  0.346153; 5.77052;
Particle no.; 13;  6.51791; 2.76662;
Particle no.; 14;  1.53655; 2.87477;
Particle no.; 15;  6.82834; 3.17374;
Particle no.; 16;  7; 2.94077;
Particle no.; 17;  5.03373; 2.89016;
Particle no.; 18;  2.39755; 3.62915;
Particle no.; 19;  2.69507; 3.98842;
Particle no.; 20;  0.277344; 2.16801;
Particle no.; 21;  6.95391; 3.17608;
Particle no.; 22;  4.14968; 7;
Particle no.; 23;  3.49053; 7;
Particle no.; 24;  2.18618; 4.55492;
Particle no.; 25;  1.24417; 3.8501;
Particle no.; 26;  5.85291; 4.18104;
Particle no.; 27;  1.2931; 1.69123;
Particle no.; 28;  0.0392898; 5.50334;
Particle no.; 29;  2.69758; 4.3285;
Particle no.; 30;  4.00652; 2.52629;
Particle no.; 31;  6.31909; 2.03192;
Particle no.; 32;  0; 0.517846;
Particle no.; 33;  3.79998; 4.13522;
Particle no.; 34;  5.5756; 5.12811;
Particle no.; 35;  0.0590942; 2.21473;
Particle no.; 36;  1.70876; 6.21309;
Particle no.; 37;  0.342461; 5.17441;
Particle no.; 38;  6.64688; 2.91536;
Particle no.; 39;  6.01426; 0;
Particle no.; 40;  6.67758; 6.46258;
Particle no.; 41;  5.29413; 5.45616;
Particle no.; 42;  2.10101; 4.88006;
Particle no.; 43;  6.5995; 6.71303;
Particle no.; 44;  6.84554; 0;
Particle no.; 45;  1.82269; 6.00665;
Particle no.; 46;  4.37701; 3.33;
Particle no.; 47;  0.521026; 5.95198;
Particle no.; 48;  5.04077; 4.16773;
Particle no.; 49;  4.41479; 5.98855;
iteration no.; 240; x coordinate; y coordinate; 
Particle no.; 0;  7; 4.07403;
Particle no.; 1;  2.93653; 3.09453;
Particle no.; 2;  6.35501; 3.45328;
Particle no.; 3;  5.81941; 5.94398;
Particle no.; 4;  1.20443; 0.48174;
Particle no.; 5;  1.99487; 7;
Particle no.; 6;  1.53662; 7;
Particle no.; 7;  7; 1.12009;
Particle no.; 8;  6.10392; 0;
Particle no.; 9;  2.67021; 4.31806;
Particle no.; 10;  7; 3.65121;
Particle no.; 11;  2.16965; 5.01258;
Particle no.; 12;  1.70231; 6.93528;
Particle no.; 13;  5.68874; 3.02432;
Particle no.; 14;  0; 0.90492;
Particle no.; 15;  6.81935; 2.34853;
Particle no.; 16;  7; 1.83087;
Particle no.; 17;  5.03548; 2.89143;
Particle no.; 18;  3.13463; 4.28521;
Particle no.; 19;  2.7345; 4.05743;
Particle no.; 20;  5.10935; 5.10507;
Particle no.; 21;  5.62252; 0.531626;
Particle no.; 22;  2.98728; 7;
Particle no.; 23;  1.68586; 6.36832;
Particle no.; 24;  2.32226; 4.691;
Particle no.; 25;  3.53437; 6.32855;
Particle no.; 26;  5.80832; 4.13645;
Particle no.; 27;  0.415716; 0.543707;
Particle no.; 28;  0.0406174; 7;
Particle no.; 29;  2.81717; 4.44809;
Particle no.; 30;  4.00653; 2.5263;
Particle no.; 31;  6.28631; 2.56776;
Particle no.; 32;  1.41943; 3.96988;
Particle no.; 33;  4.07601; 4.39294;
Particle no.; 34;  5.92866; 5.59211;
Particle no.; 35;  0.00688104; 3.04985;
Particle no.; 36;  1.7154; 6.23067;
Particle no.; 37;  0.159067; 5.54429;
Particle no.; 38;  6.64537; 2.90298;
Particle no.; 39;  6.5405; 0;
Particle no.; 40;  6.81214; 6.64648;
Particle no.; 41;  5.25818; 5.42359;
Particle no.; 42;  2.19021; 4.96396;
Particle no.; 43;  6.61166; 6.72251;
Particle no.; 44;  6.84526; 0;
Particle no.; 45;  1.80193; 5.985;
Particle no.; 46;  2.13558; 0.181646;
Particle no.; 47;  2.77798; 6.30081;
Particle no.; 48;  5.13985; 4.26681;
Particle no.; 49;  2.89207; 5.19709;
iteration no.; 250; x coordinate; y coordinate; 
Particle no.; 0;  7; 6.36509;
Particle no.; 1;  2.98588; 3.14387;
Particle no.; 2;  6.14062; 2.17902;
Particle no.; 3;  6.84429; 6.85243;
Particle no.; 4;  0.786834; 0.323778;
Particle no.; 5;  1.98345; 7;
Particle no.; 6;  1.60914; 7;
Particle no.; 7;  7; 4.38876;
Particle no.; 8;  6.09942; 0;
Particle no.; 9;  2.67059; 4.31844;
Particle no.; 10;  7; 0.923706;
Particle no.; 11;  2.03013; 4.93659;
Particle no.; 12;  3.56175; 4.79483;
Particle no.; 13;  6.02439; 2.86771;
Particle no.; 14;  3.09936; 5.99354;
Particle no.; 15;  6.82735; 3.083;
Particle no.; 16;  7; 3.72496;
Particle no.; 17;  5.03436; 2.89062;
Particle no.; 18;  2.53365; 3.76449;
Particle no.; 19;  2.72202; 4.03543;
Particle no.; 20;  3.26132; 4.5309;
Particle no.; 21;  6.71087; 2.21506;
Particle no.; 22;  0; 7;
